-0.002261422488127,62.5,87.5,2.5,0.015
-0.002261422488127,62.5,87.5,2.5,0.015
-0.002261422488127,62.5,87.5,2.5,0.015
-0.002261422488127,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226336338952687,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226530469046852,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.00226724639094978,62.5,87.5,2.5,0.015
-0.0022691884909684,62.5,87.5,2.5,0.015
-0.0022691884909684,62.5,87.5,2.5,0.015
-0.0022691884909684,62.5,87.5,2.5,0.015
-0.0022691884909684,62.5,87.5,2.5,0.015
-0.0022691884909684,62.5,87.5,2.5,0.015
-0.0022691884909684,62.5,87.5,2.5,0.015
-0.0022691884909684,62.5,87.5,2.5,0.015
-0.0022691884909684,62.5,87.5,2.5,0.015
-0.0022691884909684,62.5,87.5,2.5,0.015
-0.0022691884909684,62.5,87.5,2.5,0.015
