Cycle,Config 1,Config 2,Config 3
1,0.00181247225952049,0.00185553238708574,0.00189859251465099
1001,0.00181247225952049,0.00185553238708574,0.00189859251465099
2001,0.00181247225952049,0.00185553238708574,0.00189859251465099
3001,0.00181247225952049,0.00185553238708574,0.00189859251465099
4001,0.00181247225952049,0.00185553238708574,0.00189859251465099
5001,0.00181247225952049,0.00185553238708574,0.00189859251465099
6001,0.00181247225952049,0.00185553238708574,0.00189859251465099
7001,0.00181247225952049,0.00185553238708574,0.00189859251465099
8001,0.00181247225952049,0.00185553238708574,0.00189859251465099
9001,0.00181247225952049,0.00185553238708574,0.00189859251465099
10001,0.00181247225952049,0.00185553238708574,0.00189859251465099
11001,0.00181247225952049,0.00185553238708574,0.00189859251465099
12001,0.00181247225952049,0.00185553238708574,0.00189859251465099
13001,0.00181247225952049,0.00185553238708574,0.00189859251465099
14001,0.00181247225952049,0.00185553238708574,0.00189859251465099
15001,0.00181247225952049,0.00185553238708574,0.00189859251465099
16001,0.00181247225952049,0.00185553238708574,0.00189859251465099
17001,0.00181247225952049,0.00185553238708574,0.00189859251465099
18001,0.00181247225952049,0.00185553238708574,0.00189859251465099
19001,0.00181247225952049,0.00185553238708574,0.00189859251465099
20001,0.00181247225952049,0.00185553238708574,0.00189859251465099
21001,0.00181247225952049,0.00185553238708574,0.00189859251465099
22001,0.00181247225952049,0.00185553238708574,0.00189859251465099
23001,0.00181247225952049,0.00185553238708574,0.00189859251465099
24001,0.00181247225952049,0.00185553238708574,0.00189859251465099
25001,0.00181247225952049,0.00185553238708574,0.00189859251465099
26001,0.00181247225952049,0.00185553238708574,0.00189859251465099
27001,0.00181247225952049,0.00185553238708574,0.00189859251465099
28001,0.00181247225952049,0.00185553238708574,0.00189859251465099
29001,0.00181247225952049,0.00185553238708574,0.00189859251465099
30001,0.00181247225952049,0.00185553238708574,0.00189859251465099
31001,0.00181247225952049,0.00185553238708574,0.00189859251465099
32001,0.00181247225952049,0.00185553238708574,0.00189859251465099
33001,0.00181247225952049,0.00185553238708574,0.00189859251465099
34001,0.00181247225952049,0.00185553238708574,0.00189859251465099
35001,0.00181247225952049,0.00185553238708574,0.00189859251465099
