Cycle,Config 1,Config 2,Config 3
1,85.1676704945777,86.862282243674,88.5568939927703
1001,85.1676704945777,86.862282243674,88.5568939927703
2001,85.1676704945777,86.862282243674,88.5568939927703
3001,85.1676704945777,86.862282243674,88.5568939927703
4001,85.1676704945777,86.862282243674,88.5568939927703
5001,85.1676704945777,86.862282243674,88.5568939927703
6001,85.1676704945777,86.862282243674,88.5568939927703
7001,85.1676704945777,86.862282243674,88.5568939927703
8001,85.1676704945777,86.862282243674,88.5568939927703
9001,85.1676704945777,86.862282243674,88.5568939927703
10001,85.1676704945777,86.862282243674,88.5568939927703
11001,85.1676704945777,86.862282243674,88.5568939927703
12001,85.1676704945777,86.862282243674,88.5568939927703
13001,85.1676704945777,86.862282243674,88.5568939927703
14001,85.1676704945777,86.862282243674,88.5568939927703
15001,85.1676704945777,86.862282243674,88.5568939927703
16001,85.1676704945777,86.862282243674,88.5568939927703
17001,85.1676704945777,86.862282243674,88.5568939927703
18001,85.1676704945777,86.862282243674,88.5568939927703
19001,85.1676704945777,86.862282243674,88.5568939927703
20001,85.1676704945777,86.862282243674,88.5568939927703
21001,85.1676704945777,86.862282243674,88.5568939927703
22001,85.1676704945777,86.862282243674,88.5568939927703
23001,85.1676704945777,86.862282243674,88.5568939927703
24001,85.1676704945777,86.862282243674,88.5568939927703
25001,85.1676704945777,86.862282243674,88.5568939927703
26001,85.1676704945777,86.862282243674,88.5568939927703
27001,85.1676704945777,86.862282243674,88.5568939927703
28001,85.1676704945777,86.862282243674,88.5568939927703
29001,85.1676704945777,86.862282243674,88.5568939927703
30001,85.1676704945777,86.862282243674,88.5568939927703
31001,85.1676704945777,86.862282243674,88.5568939927703
32001,85.1676704945777,86.862282243674,88.5568939927703
33001,85.1676704945777,86.862282243674,88.5568939927703
34001,85.1676704945777,86.862282243674,88.5568939927703
35001,85.1676704945777,86.862282243674,88.5568939927703
36001,85.1676704945777,86.862282243674,88.5568939927703
37001,85.1676704945777,86.862282243674,88.5568939927703
38001,85.1676704945777,86.862282243674,88.5568939927703
39001,85.1676704945777,86.862282243674,88.5568939927703
40001,85.1676704945777,86.862282243674,88.5568939927703
41001,85.1676704945777,86.862282243674,88.5568939927703
42001,85.1676704945777,86.862282243674,88.5568939927703
43001,85.1676704945777,86.862282243674,88.5568939927703
44001,85.1676704945777,86.862282243674,88.5568939927703
45001,85.1676704945777,86.862282243674,88.5568939927703
46001,85.1676704945777,86.862282243674,88.5568939927703
47001,85.1676704945777,86.862282243674,88.5568939927703
48001,85.1676704945777,86.862282243674,88.5568939927703
49001,85.1676704945777,86.862282243674,88.5568939927703
50001,85.1676704945777,86.862282243674,88.5568939927703
51001,85.1676704945777,86.862282243674,88.5568939927703
52001,85.1676704945777,86.862282243674,88.5568939927703
53001,85.1676704945777,86.862282243674,88.5568939927703
54001,85.1676704945777,86.862282243674,88.5568939927703
55001,85.1676704945777,86.862282243674,88.5568939927703
56001,85.1676704945777,86.862282243674,88.5568939927703
57001,85.1676704945777,86.862282243674,88.5568939927703
58001,85.1676704945777,86.862282243674,88.5568939927703
59001,85.1676704945777,86.862282243674,88.5568939927703
60001,85.1676704945777,86.862282243674,88.5568939927703
61001,85.1676704945777,86.862282243674,88.5568939927703
62001,85.1676704945777,86.862282243674,88.5568939927703
63001,85.1676704945777,86.862282243674,88.5568939927703
64001,85.1676704945777,86.862282243674,88.5568939927703
65001,85.1676704945777,86.862282243674,88.5568939927703
66001,85.1676704945777,86.862282243674,88.5568939927703
67001,85.1676704945777,86.862282243674,88.5568939927703
68001,85.1676704945777,86.862282243674,88.5568939927703
69001,85.1676704945777,86.862282243674,88.5568939927703
70001,85.1676704945777,86.862282243674,88.5568939927703
71001,85.1676704945777,86.862282243674,88.5568939927703
72001,85.1676704945777,86.862282243674,88.5568939927703
73001,85.1676704945777,86.862282243674,88.5568939927703
74001,85.1676704945777,86.862282243674,88.5568939927703
75001,85.1676704945777,86.862282243674,88.5568939927703
76001,85.1676704945777,86.862282243674,88.5568939927703
77001,85.1676704945777,86.862282243674,88.5568939927703
78001,85.1676704945777,86.862282243674,88.5568939927703
79001,85.1676704945777,86.862282243674,88.6559310790906
80001,85.1676704945777,86.862282243674,88.7552648612448
81001,85.1676704945777,86.862282243674,88.8548945789313
82001,85.1676704945777,86.862282243674,88.9548194757353
83001,85.1676704945777,86.862282243674,89.0550387990989
84001,85.1676704945777,86.862282243674,89.1555518002917
85001,85.1676704945777,86.862282243674,89.2563577343819
86001,85.1676704945777,86.862282243674,89.3574558602071
87001,85.1676704945777,86.862282243674,89.458845440346
88001,85.1676704945777,86.862282243674,89.56052574109
89001,85.1676704945777,86.862282243674,89.6624960324153
90001,85.1676704945777,86.862282243674,89.7647555879554
91001,85.1676704945777,86.862282243674,89.8673036849734
92001,85.1676704945777,86.862282243674,90.0732626304813
93001,85.1676704945777,86.862282243674,90.1766720514031
94001,85.1676704945777,86.862282243674,90.2803671586134
95001,85.1676704945777,86.862282243674,90.3843472471222
96001,85.1676704945777,86.862282243674,90.4886116154103
97001,85.1676704945777,86.862282243674,90.5931595654037
98001,85.1676704945777,86.862282243674,90.8031034352852
