Cycle,Config 1,Config 2,Config 3
1,426.03076417217,435.341899001368,444.653033868968
1001,426.03076417217,435.341899001368,444.653033868968
2001,426.03076417217,435.341899001368,444.653033868968
3001,426.03076417217,435.341899001368,444.653033868968
4001,426.03076417217,435.341899001368,444.653033868968
5001,426.03076417217,435.341899001368,444.653033868968
6001,426.03076417217,435.341899001368,444.653033868968
7001,426.03076417217,435.341899001368,444.653033868968
8001,426.03076417217,435.341899001368,444.653033868968
9001,426.03076417217,435.341899001368,444.653033868968
10001,426.03076417217,435.341899001368,444.653033868968
11001,426.03076417217,435.341899001368,444.653033868968
12001,426.03076417217,435.341899001368,444.653033868968
13001,426.03076417217,435.341899001368,444.653033868968
14001,426.03076417217,435.341899001368,444.653033868968
15001,426.03076417217,435.341899001368,444.653033868968
16001,426.03076417217,435.341899001368,444.653033868968
17001,426.03076417217,435.341899001368,444.653033868968
18001,426.03076417217,435.341899001368,444.653033868968
19001,426.03076417217,435.341899001368,444.653033868968
20001,426.03076417217,435.341899001368,444.653033868968
21001,426.03076417217,435.341899001368,444.653033868968
22001,426.03076417217,435.341899001368,444.653033868968
23001,426.03076417217,435.341899001368,444.653033868968
24001,426.03076417217,435.341899001368,444.653033868968
25001,426.03076417217,435.341899001368,444.653033868968
26001,426.03076417217,435.341899001368,444.653033868968
27001,426.03076417217,435.341899001368,444.653033868968
28001,426.03076417217,435.341899001368,444.653033868968
29001,426.03076417217,435.341899001368,444.653033868968
30001,426.03076417217,435.341899001368,444.653033868968
31001,426.03076417217,435.341899001368,444.653033868968
32001,426.03076417217,435.341899001368,444.653033868968
33001,426.03076417217,435.341899001368,444.653033868968
34001,426.03076417217,435.341899001368,444.653033868968
35001,426.03076417217,435.341899001368,444.653033868968
36001,426.03076417217,435.341899001368,444.653033868968
37001,426.03076417217,435.341899001368,444.653033868968
38001,426.03076417217,435.341899001368,444.653033868968
39001,426.03076417217,435.341899001368,444.653033868968
40001,426.03076417217,435.341899001368,444.653033868968
41001,426.03076417217,435.341899001368,444.653033868968
42001,426.03076417217,435.341899001368,444.653033868968
43001,426.03076417217,435.341899001368,444.653033868968
44001,426.03076417217,435.341899001368,444.653033868968
45001,426.03076417217,435.341899001368,444.653033868968
46001,426.03076417217,435.341899001368,444.653033868968
47001,426.03076417217,435.341899001368,444.653033868968
48001,426.03076417217,435.341899001368,444.653033868968
49001,426.03076417217,435.341899001368,444.653033868968
50001,426.03076417217,435.341899001368,444.653033868968
51001,426.03076417217,435.341899001368,444.653033868968
52001,426.03076417217,435.341899001368,444.653033868968
53001,426.03076417217,435.341899001368,444.653033868968
54001,426.03076417217,435.341899001368,444.653033868968
55001,426.03076417217,435.341899001368,444.653033868968
56001,426.03076417217,435.341899001368,444.653033868968
57001,426.03076417217,435.341899001368,444.653033868968
58001,426.03076417217,435.341899001368,444.653033868968
59001,426.03076417217,435.341899001368,444.653033868968
60001,426.03076417217,435.341899001368,444.653033868968
61001,426.03076417217,435.341899001368,444.653033868968
62001,426.03076417217,435.341899001368,444.653033868968
63001,426.03076417217,435.341899001368,444.653033868968
64001,426.03076417217,435.341899001368,444.653033868968
65001,426.03076417217,435.341899001368,444.653033868968
66001,426.03076417217,435.341899001368,444.653033868968
67001,426.03076417217,435.341899001368,444.653033868968
68001,426.03076417217,435.341899001368,444.653033868968
69001,426.03076417217,435.341899001368,444.653033868968
70001,426.03076417217,435.341899001368,444.653033868968
71001,426.03076417217,435.341899001368,444.653033868968
72001,426.03076417217,435.341899001368,444.653033868968
73001,426.03076417217,435.341899001368,444.653033868968
74001,426.03076417217,435.341899001368,444.653033868968
75001,426.03076417217,435.341899001368,444.653033868968
76001,426.03076417217,435.341899001368,444.653033868968
77001,426.03076417217,435.341899001368,444.653033868968
78001,426.03076417217,435.341899001368,444.653033868968
79001,426.03076417217,435.341899001368,445.032210194665
80001,426.03076417217,435.341899001368,445.41227712124
81001,426.03076417217,435.341899001368,445.793231677407
82001,426.03076417217,435.341899001368,446.17507090989
83001,426.03076417217,435.341899001368,446.557791883277
84001,426.03076417217,435.341899001368,446.94139167987
85001,426.03076417217,435.341899001368,447.325867399535
