Cycle,Config 1,Config 2,Config 3
1,5.93472895664948e-06,5.87903653954983e-06,5.39700262494379e-06
1001,0.00594066368560606,0.00588491557608929,0.00540239962756872
2001,0.0118753926422554,0.0117639521156388,0.0107994022525127
3001,0.0178101215989054,0.0176429886551882,0.0161964048774569
4001,0.0237448505555565,0.0235220251947377,0.0215934075023996
5001,0.0296795795122076,0.0294010617342871,0.0269904101273423
6001,0.0356143084688587,0.0352800982738366,0.0323874127522857
7001,0.0415490374255098,0.0411591348133861,0.0377844153772318
8001,0.0474837663821609,0.0470381713529355,0.0431814180021779
9001,0.053418495338812,0.052917207892485,0.0485784206271241
10001,0.0593532242954631,0.0587962444320345,0.0539754232520702
11001,0.0652879532521109,0.0646752809715839,0.0593724258770163
12001,0.071222682208755,0.0705543175111334,0.0647694285019625
13001,0.0771574111653992,0.0764333540506829,0.0701664311269086
14001,0.0830921401220433,0.0823123905902323,0.0755634337518547
15001,0.0890268690786875,0.0881914271297818,0.0809604363768009
16001,0.0949615980353316,0.0940704636693313,0.086357439001747
17001,0.100896326991976,0.0999495002088807,0.0917544416266931
18001,0.10683105594862,0.10582853674843,0.0971514442516393
19001,0.112765784905264,0.11170757328798,0.102548446876585
20001,0.118700513861908,0.117586609827529,0.107945449501532
21001,0.124635242818552,0.123465646367079,0.113342452126478
22001,0.13056997177521,0.129344682906638,0.118739454751424
23001,0.136504700731868,0.135223719446202,0.12413645737637
24001,0.142439429688526,0.141102755985765,0.129533460001316
25001,0.148374158645184,0.146981792525328,0.134930462626262
26001,0.154308887601842,0.152860829064892,0.140327465251208
27001,0.1602436165585,0.158739865604455,0.145724467876154
28001,0.166178345515158,0.164618902144018,0.151121470501101
29001,0.172113074471816,0.170497938683582,0.156518473126047
30001,0.178047803428474,0.176376975223145,0.161915475750993
31001,0.183982532385132,0.182256011762708,0.167312478375939
32001,0.18991726134179,0.188135048302272,0.172709481000885
33001,0.195851990298448,0.194014084841835,0.178106483625831
34001,0.201786719255106,0.199893121381398,0.183503486250777
35001,0.207721448211764,0.205772157920962,0.188900488875724
36001,0.213656177168422,0.211651194460525,0.19429749150067
37001,0.21959090612508,0.217530231000088,0.199694494125616
38001,0.225525635081738,0.223409267539652,0.205091496750562
39001,0.231460364038396,0.229288304079215,0.210488499375508
40001,0.237395092995054,0.235167340618778,0.215885502000454
41001,0.243329821951712,0.241046377158342,0.2212825046254
42001,0.24926455090837,0.246925413697905,0.226679507250346
43001,0.255199279865028,0.252804450237455,0.232076509875293
44001,0.261134008821686,0.258683486776991,0.237473512500239
45001,0.267068737778344,0.264562523316526,0.242870515125185
46001,0.273003466735002,0.270441559856062,0.248267517750131
47001,0.27893819569166,0.276320596395598,0.253664520375058
48001,0.284872924648318,0.282199632935133,0.259061522999977
49001,0.290807653604976,0.288078669474669,0.264458525624895
50001,0.296742382561634,0.293957706014204,0.269855528249813
51001,0.302677111518292,0.29983674255374,0.275252530874732
52001,0.30861184047495,0.305715779093276,0.28064953349965
53001,0.314546569431609,0.311594815632811,0.286046536124569
54001,0.320481298388267,0.317473852172347,0.291443538749487
55001,0.326416027344925,0.323352888711882,0.296840541374405
56001,0.332350756301583,0.329231925251418,0.302237543999324
57001,0.338285485258241,0.335110961790953,0.307634546624242
58001,0.344220214214899,0.340989998330489,0.31303154924916
59001,0.350154943171557,0.346869034870025,0.318428551874079
60001,0.356089672128215,0.35274807140956,0.323825554498997
61001,0.362024401084873,0.358627107949096,0.329222557123916
62001,0.367959130041531,0.364506144488631,0.334619559748834
63001,0.373893858998189,0.370385181028167,0.340016562373752
64001,0.379828587954847,0.376264217567703,0.345413564998671
65001,0.385763316911505,0.382143254107238,0.350810567623589
66001,0.391698045868163,0.388022290646774,0.356207570248508
67001,0.397632774824821,0.393901327186309,0.361604572873426
68001,0.403567503781479,0.399780363725845,0.367001575498344
69001,0.409502232738137,0.40565940026538,0.372398578123263
70001,0.415436961694795,0.411538436804916,0.377795580748181
71001,0.421371690651453,0.417417473344452,0.383192583373099
72001,0.427306419608111,0.423296509883987,0.388589585998018
73001,0.433241148564769,0.429175546423523,0.393986588622936
74001,0.439175877521427,0.435054582963058,0.399383591247855
75001,0.445110606478085,0.440933619502594,0.404780593872773
76001,0.451045335434743,0.44681265604213,0.410177596497691
77001,0.456980064391401,0.452691692581665,0.41557459912261
78001,0.462914793348059,0.458570729121201,0.420971601747528
79001,0.468908249107582,0.464449765660736,0.426368604372446
80001,0.475026662746432,0.470419751974338,0.431765606997365
81001,0.481274359675842,0.476513006101177,0.437162609622283
82001,0.487655566614017,0.482733771375609,0.442559612247202
83001,0.494174947289021,0.489086325744411,0.44795661487212
84001,0.500837209138515,0.495575113122543,0.453353617497038
85001,0.507647242478251,0.502204890410513,0.458750620121957
86001,0.514610127637778,0.508980459819023,0.46417275346386
87001,0.521731142368266,0.515906662760601,0.469695078082262
88001,0.529015613762255,0.522988825367088,0.475324275740992
89001,0.536469230384533,0.530232176893553,0.481070428152207
90001,0.54409790190197,0.537642302675853,0.486926489167413
91001,0.551907600539208,0.545229640578213,0.492896123599702
92001,0.559918715733308,0.55300597720566,0.498983271946909
93001,0.568130446436689,0.560969290158247,0.505191772687051
94001,0.576545167188994,0.569126041673701,0.511525884132182
95001,0.585170154189395,0.577482940467484,0.51798976295643
96001,0.594012582577273,0.586047137434375,0.524587869663293
97001,0.603080289187923,0.594825681071838,0.531324698688849
98001,0.612396730803758,0.603826077639743,0.53820506842498
99001,0.62197635697982,0.613087453681843,0.545233990417452
